,start,end,x_ksm,y_ksm,z_ksm,duration,Range (RS),LocalTime (hr),Latitute (deg)
17,2004-01-10 14:39:00.000,2004-01-10 15:24:00.000,623.4071578071283,-1221.273889309638,-131.59693167260366,2700.0,1377.4847184416587,7.499722222222222,-19.810464288820786
18,2004-01-10 20:51:00.000,2004-01-10 21:42:00.000,622.3128611847344,-1219.6752653732349,-131.07201178632823,3060.0,1375.5220545061852,7.498888888888889,-19.81032725191873
19,2004-01-11 11:00:00.000,2004-01-11 12:36:00.000,619.8175080443255,-1215.877244406568,-131.2476999471898,5760.0,1371.0423682313449,7.497222222222223,-19.81001802784683
20,2004-01-11 18:15:00.000,2004-01-11 19:00:00.000,618.5401107822589,-1213.988182907969,-130.80120113705232,2700.0,1368.7469200351163,7.496666666666667,-19.809861459685663
21,2004-01-12 05:45:00.000,2004-01-12 10:36:00.000,616.5154678634677,-1210.9258016743868,-130.69274243213673,17460.0,1365.105568152185,7.495277777777778,-19.80961591168118
22,2004-01-12 17:54:00.000,2004-01-12 20:27:00.000,614.3784465906996,-1207.6746997884504,-130.7067528583059,9180.0,1361.2579885484922,7.493888888888889,-19.809360485099457
23,2004-01-13 03:06:00.000,2004-01-13 07:36:00.000,612.7616708023743,-1205.2441241073486,-130.41868168658002,16200.0,1358.3443217508118,7.4927777777777775,-19.809169684284164
24,2004-01-14 00:00:00.000,2004-01-14 02:30:00.000,609.0931761939119,-1199.6807885582953,-130.11733325321237,9000.0,1351.724458658187,7.490555555555556,-19.808743059990476
25,2004-01-14 02:36:00.000,2004-01-14 05:21:00.000,608.6372375231198,-1198.956297573932,-130.3750703091869,9900.0,1350.9008658484497,7.490277777777778,-19.80869056629316
26,2004-01-14 12:09:00.000,2004-01-14 13:51:00.000,606.9633501318315,-1196.4273171393925,-130.09935888087364,6120.0,1347.8756162130967,7.489166666666667,-19.80849883294479
27,2004-01-14 14:48:00.000,2004-01-14 15:45:00.000,606.4990925612558,-1195.6891815044248,-130.3553758671476,3420.0,1347.0361138669643,7.488888888888889,-19.80844591506517
28,2004-01-15 11:06:00.000,2004-01-15 13:51:00.000,602.9459363807433,-1190.284389692152,-130.00179747282388,9900.0,1340.6047881046209,7.486388888888888,-19.808043359563666
29,2004-01-15 21:57:00.000,2004-01-16 00:12:00.000,601.0492164667754,-1187.3872480939654,-129.87401295045206,8100.0,1337.1671162541124,7.485277777777778,-19.807829254408897
30,2004-01-16 08:15:00.000,2004-01-16 12:03:00.000,599.2502082086261,-1184.6422410755122,-129.69471094989473,13680.0,1333.903583257377,7.484166666666667,-19.80762619682243
31,2004-01-16 18:42:00.000,2004-01-16 21:12:00.000,597.4265803621557,-1181.8547614907077,-129.52611371659995,9000.0,1330.5924283250683,7.483055555555556,-19.807419987050395
32,2004-01-17 05:39:00.000,2004-01-17 10:36:00.000,595.5174404218117,-1178.926305508412,-129.40855648432446,17820.0,1327.122763785482,7.481666666666666,-19.80720335960832
33,2004-01-17 10:54:00.000,2004-01-17 12:00:00.000,594.6027403201641,-1177.550987986601,-129.08654435328435,3960.0,1325.4591974246289,7.481111111111111,-19.807099280019106
34,2004-01-17 16:51:00.000,2004-01-17 20:21:00.000,593.5665860466802,-1175.9279828230715,-129.3046345378356,12600.0,1323.5737989890902,7.480555555555556,-19.806981166439197
