,start,end,duration,label,probability,x_ksm,y_ksm,z_ksm
140,2004-03-30 19:57:00.000,2004-03-30 20:48:00.000,3060.0,LFE,0.91117465,311.3578355957131,-691.7920432820312,-91.14305124845973
141,2004-03-30 22:54:00.000,2004-03-31 00:06:00.000,4320.0,LFE,0.920245,310.92234315156657,-690.9256284605756,-91.25833798804169
142,2004-03-31 07:48:00.000,2004-03-31 10:45:00.000,10620.0,LFE,0.8248972,309.60923086886584,-688.4083665246562,-90.86828930504298
143,2004-03-31 18:24:00.000,2004-03-31 21:42:00.000,11880.0,LFE,0.88762623,308.04673753285704,-685.3893841542696,-90.55193989313871
144,2004-04-02 01:21:00.000,2004-04-02 04:21:00.000,10800.0,LFE,0.86387503,303.4932610422631,-676.5738216343049,-89.57285117928869
145,2004-04-05 13:12:00.000,2004-04-05 19:12:00.000,21600.0,LFE,0.8665286,291.2217677399962,-652.6194853278591,-87.02760763684466
146,2004-04-05 23:24:00.000,2004-04-06 02:45:00.000,12060.0,LFE,0.9130021,289.73550519114195,-649.698943323635,-86.72742819968754
147,2004-04-06 23:48:00.000,2004-04-07 00:39:00.000,3060.0,LFE_sm,0.902304,286.18613941657264,-642.7006070203095,-86.06441698379648
148,2004-04-07 11:06:00.000,2004-04-07 12:45:00.000,5940.0,LFE,0.8487861,284.5452990061866,-639.4567290666698,-85.76225857129981
149,2004-04-07 22:27:00.000,2004-04-08 00:00:00.000,5580.0,LFE,0.825755,282.8991216477783,-636.1973166861189,-85.45704538547335
150,2004-04-08 05:18:00.000,2004-04-08 09:51:00.000,16380.0,LFE,0.91581947,281.9065610257349,-634.2585884742629,-85.05602887983507
151,2004-04-09 04:03:00.000,2004-04-09 07:24:00.000,12060.0,LFE,0.9456796,278.6151930698237,-627.7279280300963,-84.37943393616816
152,2004-04-09 12:57:00.000,2004-04-09 14:15:00.000,4680.0,LFE,0.8084986,277.3297116493464,-625.1769754197015,-84.07353931201878
153,2004-04-09 14:39:00.000,2004-04-09 18:51:00.000,15120.0,LFE,0.89147145,277.08430806674886,-624.6856083882851,-84.04485440161726
154,2004-04-09 23:21:00.000,2004-04-10 05:18:00.000,21420.0,LFE,0.92397344,275.8291126797755,-622.1898600196855,-83.75359462603981
155,2004-04-10 10:39:00.000,2004-04-10 17:15:00.000,23760.0,LFE,0.9265766,274.2005363755705,-618.9453627172544,-83.38670788967313
156,2004-04-10 23:12:00.000,2004-04-11 03:42:00.000,16200.0,LFE,0.92215544,272.3941190548112,-615.3305587804704,-83.05022627181835
157,2004-04-11 07:21:00.000,2004-04-11 07:51:00.000,1800.0,LFE_sm,0.80444336,271.2223377921646,-612.994162813061,-82.74186352209422
158,2004-04-11 07:57:00.000,2004-04-11 13:12:00.000,18900.0,LFE,0.92378736,271.1361124996831,-612.8229852362521,-82.71278813853358
159,2004-04-11 22:09:00.000,2004-04-11 23:54:00.000,6300.0,LFE_sm,0.7721992,269.0970732630375,-608.7157701761145,-82.42912895681327
160,2004-04-16 14:33:00.000,2004-04-16 15:36:00.000,3780.0,LFE_sm,0.81771445,253.06187093211,-576.315160891665,-78.65297473504025
161,2004-04-16 17:24:00.000,2004-04-16 18:30:00.000,3960.0,LFE_sm,0.7551725,252.65759026214926,-575.4906812163053,-78.5619960262904
162,2004-04-16 18:51:00.000,2004-04-16 23:54:00.000,18180.0,LFE,0.8920243,252.4519453868511,-575.0593406393066,-78.60226678278335
163,2004-04-17 02:21:00.000,2004-04-17 04:57:00.000,9360.0,LFE,0.85386646,251.3887121648512,-572.9071705539337,-78.2295306926026
164,2004-04-18 05:00:00.000,2004-04-18 06:45:00.000,6300.0,LFE,0.88247466,247.61661993730436,-565.1637326802327,-77.561303595317
165,2004-04-20 09:27:00.000,2004-04-21 00:27:00.000,54000.0,LFE_m,0.92310447,240.21922535507622,-549.9602671510476,-75.77880354039321
166,2004-04-21 04:27:00.000,2004-04-21 08:15:00.000,13680.0,LFE,0.90280515,237.54826185810492,-544.4616552305248,-75.00643927012337
167,2004-04-23 03:00:00.000,2004-04-23 05:18:00.000,8280.0,LFE,0.8093312,231.0248513371859,-530.9100612500824,-73.5563173846326
168,2004-04-23 22:15:00.000,2004-04-24 04:03:00.000,20880.0,LFE,0.8366344,228.33590703191302,-525.3117387141881,-72.85790785834925
169,2004-04-24 19:03:00.000,2004-04-25 01:42:00.000,23940.0,LFE,0.88428396,225.43640848300137,-519.2565049560491,-72.1096343476028
170,2004-04-25 06:03:00.000,2004-04-25 11:39:00.000,20160.0,LFE,0.89707714,223.9055990615909,-516.0477154943807,-71.74411324306604
171,2004-04-25 17:15:00.000,2004-04-25 21:15:00.000,14400.0,LFE,0.8453616,222.34878168332318,-512.7783279615059,-71.37584592128319
172,2004-04-26 15:39:00.000,2004-04-26 21:18:00.000,20340.0,LFE,0.8658622,219.2406533953232,-506.2383548189083,-70.61001179277714
173,2004-04-26 22:24:00.000,2004-04-27 00:12:00.000,6480.0,LFE_sm,0.807122,218.30549913241404,-504.2902391011355,-70.206744515967
174,2004-04-27 01:36:00.000,2004-04-27 02:27:00.000,3060.0,LFE_sm,0.8600707,217.86240067803496,-503.3339912177821,-70.24848079625082
175,2004-04-27 11:48:00.000,2004-04-27 14:03:00.000,8100.0,LFE_sm,0.88166064,216.45102218133118,-500.35586769237545,-69.87262020578068
176,2004-04-27 15:42:00.000,2004-04-28 07:06:00.000,55440.0,LFE_m,0.9224955,215.9117765718555,-499.22604038514305,-69.66245683044588
177,2004-04-28 11:51:00.000,2004-04-28 14:00:00.000,7740.0,LFE,0.8023296,213.12915894329979,-493.32504480322365,-69.00582516462453
178,2004-04-28 17:45:00.000,2004-04-28 22:15:00.000,16200.0,LFE,0.89254683,212.3154945099074,-491.6115248206403,-68.70275773677292
179,2004-04-29 09:06:00.000,2004-04-29 12:06:00.000,10800.0,LFE,0.88489145,210.20088981460148,-487.10432358956115,-68.24744628500916
180,2004-04-30 17:12:00.000,2004-05-01 08:33:00.000,55260.0,LFE_m,0.9000854,205.7894072016992,-477.6962728761259,-67.0838315721902
181,2004-05-02 21:00:00.000,2004-05-03 00:30:00.000,12600.0,LFE_sm,0.778205,198.69907463815218,-462.47535934821263,-65.2293704274066
182,2004-05-05 03:24:00.000,2004-05-05 05:09:00.000,6300.0,LFE_sm,0.71976036,191.288251864165,-446.45528850660963,-63.195914655328174
183,2004-05-06 00:57:00.000,2004-05-06 03:48:00.000,10260.0,LFE,0.8568168,188.36217293243845,-440.09700367918623,-62.38288642057476
184,2004-05-06 20:39:00.000,2004-05-07 03:18:00.000,23940.0,LFE,0.893578,185.6920273895285,-434.27362773092915,-61.67126011959084
185,2004-05-07 10:39:00.000,2004-05-07 12:18:00.000,5940.0,LFE_sm,0.74861574,183.7972072348054,-430.14977688795454,-61.036888886762945
186,2004-05-07 12:33:00.000,2004-05-07 13:45:00.000,4320.0,LFE_sm,0.76264495,183.54023208176991,-429.59599372096875,-60.90769203622108
187,2004-05-08 07:42:00.000,2004-05-08 12:00:00.000,15480.0,LFE,0.92393494,180.9526730794491,-423.91943997204226,-60.253387155340214
